system:index,B11,B12,B2,B3,B4,B8,LST,MNDWI,MNDWI2,NBR,NBR2,NDMI,NDWI,TPI,dryness,elevation,elevation_class,greeness,latitude,longitude,slope,wetness,.geo
152,0.26995,0.17435,0.05345,0.08295000000000001,0.0984,0.3049,49.929758600000014,-0.5298951,-0.35522735,0.2724048,0.21516994,0.06079847,-0.57225734,-1.677685950413223,0.8541458287529492,1,2,0.14237656821644132,-7.279857230976191,112.79884511256438,1.6809936,0.0034776030306096347,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.79884511256438,-7.279857230976191]}"
153,0.1758,0.127,0.07795,0.09785,0.09555,0.24555000000000002,45.36670190000001,-0.28485292,-0.12964198,0.31821233,0.16116248,0.16553934,-0.43011066,-2.0826446280991737,0.6459603765159785,1,2,0.35378095162586454,-7.28578611185138,112.79615016671202,3.5317764,2.5867185815713994E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.79615016671202,-7.28578611185138]}"
154,0.23015000000000002,0.1565,0.0507,0.07819999999999999,0.07055,0.2659,45.11718644000001,-0.49278417,-0.3336174,0.25899622,0.19048235,0.07206935,-0.54548097,-2.2818181818181817,0.7673389374125515,0,2,0.23265136167218958,-7.284708133510437,112.79938410173484,1.8543341,9.700915258855432E-6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.79938410173484,-7.284708133510437]}"
155,0.17170000000000002,0.08835000000000001,0.016050000000000002,0.0508,0.027500000000000004,0.38255000000000006,42.553671440000016,-0.5433708,-0.26985267,0.6247611,0.32051528,0.380424,-0.76554745,-2.0272727272727273,0.35157852881538115,1,2,0.6445231802561342,-7.280935209317135,112.79129926417777,2.4985704,0.003898290928484625,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.79129926417777,-7.280935209317135]}"
156,0.31015000000000004,0.2924,0.1242,0.1453,0.1627,0.2142,50.715903200000014,-0.3619497,-0.33607495,-0.15436241,0.029458135,-0.18298846,-0.19165507,-1.8068181818181817,0.8738258674313714,1,2,0.12609936453882856,-7.282013187658078,112.80046208007579,1.3909631,7.476802979995895E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.80046208007579,-7.282013187658078]}"
157,0.20500000000000002,0.1563,0.05935,0.08825,0.09635,0.2207,48.49419020000005,-0.39812446,-0.2782662,0.17082228,0.13479103,0.036880434,-0.42871013,-0.6363636363636365,0.8080355693750276,1,2,0.1851296733646251,-7.278240263464776,112.79668915588249,1.3909631,0.006834757260347168,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.79668915588249,-7.278240263464776]}"
158,0.3482,0.24000000000000002,0.07300000000000001,0.10940000000000001,0.1424,0.3325,49.39654747999998,-0.52185315,-0.37378362,0.16157205,0.18395104,-0.023064492,-0.50486535,-1.4272727272727272,0.8782203794266086,0,2,0.12149414264142797,-7.27662329595336,112.79776713422343,1.3167742,2.854779319634796E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.79776713422343,-7.27662329595336]}"
159,0.34850000000000003,0.343,0.1446,0.1661,0.1933,0.2286,51.580662260000054,-0.35445005,-0.34747595,-0.20013995,0.007953724,-0.20776296,-0.15834811,-0.828125,0.898339868562467,1,2,0.10165997369907356,-7.275545317612417,112.80046208007579,1.3909631,1.5773845949358426E-7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.80046208007579,-7.275545317612417]}"
160,0.22045,0.14805000000000001,0.0594,0.0981,0.1104,0.23500000000000001,47.865274520000014,-0.38408414,-0.20292504,0.22699386,0.19647218,0.031946428,-0.4109877,-2.2888888888888888,0.7087932433114323,1,2,0.2912066964611558,-7.27662329595336,112.7907602750073,2.7078888,6.022741180664126E-8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.7907602750073,-7.27662329595336]}"
161,0.22900000000000004,0.15515,0.047450000000000006,0.0763,0.08815,0.23800000000000002,47.49612836000006,-0.5001638,-0.34067833,0.21073382,0.19224261,0.01927195,-0.5144766,-1.6103896103896105,0.8566552592087697,0,2,0.14334234603461793,-7.275006328441945,112.79668915588249,1.4673656,2.3947566123116883E-6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.79668915588249,-7.275006328441945]}"
162,0.26575000000000004,0.23875000000000002,0.08765,0.11080000000000001,0.11735000000000001,0.23825000000000002,46.604025139999976,-0.41149914,-0.36604205,-0.001048218,0.053518336,-0.054563493,-0.36513394,-1.0606060606060606,0.8211366373280389,1,2,0.1788600501643118,-7.284708133510437,112.79992309090532,0.4675086,3.312507649365269E-6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.79992309090532,-7.284708133510437]}"
163,0.28400000000000003,0.25615,0.11075000000000002,0.13365,0.14955000000000002,0.24330000000000002,49.43072768000002,-0.35999042,-0.31426373,-0.0257283,0.051559754,-0.07718566,-0.2908874,-1.5,0.868560026505063,1,2,0.1314366609872877,-7.284169144339964,112.80046208007579,1.0436057,3.3125076493652696E-6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.80046208007579,-7.284169144339964]}"
164,0.2796,0.20965,0.0641,0.1034,0.1413,0.28765,48.193404439999995,-0.46005222,-0.33940265,0.15684697,0.14297394,0.014191274,-0.47116736,-2.1818181818181817,0.6879122796672165,1,2,0.3118093621412872,-7.284708133510437,112.79722814505297,2.0865214,2.783581914963373E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.79722814505297,-7.284708133510437]}"
165,0.30025,0.20015,0.0557,0.08685000000000001,0.12235,0.3316,46.86379466000005,-0.5512787,-0.3947735,0.24720263,0.20003997,0.049616206,-0.5848966,-3.206611570247934,0.635307668683126,0,2,0.3420481580845526,-7.280935209317135,112.79507218837108,2.3242543,0.0226441732323214,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.79507218837108,-7.280935209317135]}"
166,0.1738,0.10995,0.0403,0.06570000000000001,0.05685,0.20955000000000001,46.20753481999998,-0.451357,-0.25192145,0.3117371,0.22502203,0.093256816,-0.5226158,-2.3884297520661155,0.6258754720751087,0,2,0.3716114359202675,-7.278779252635247,112.79345522085966,1.0435964,0.0025130920046237746,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.79345522085966,-7.278779252635247]}"
167,0.30125,0.264,0.10070000000000001,0.12375,0.15095000000000003,0.22735,49.85114414000003,-0.41764706,-0.3617021,-0.074590415,0.06590004,-0.13980326,-0.29507262,-1.390909090909091,0.8811230709787725,1,2,0.11887692902122741,-7.288481057703739,112.79722814505297,1.9747528,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.79722814505297,-7.288481057703739]}"
168,0.3276,0.2133,0.0533,0.0958,0.13130000000000003,0.33655,47.93705294000006,-0.54747283,-0.38013586,0.22415204,0.21131447,0.013475872,-0.55684054,-1.5568181818181819,0.8717165490296112,0,2,0.12825950340426567,-7.275545317612417,112.79668915588249,0.46749938,2.394756612311688E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.79668915588249,-7.275545317612417]}"
169,0.2048,0.13665,0.034,0.06105000000000001,0.06075,0.2817,47.14749032000003,-0.54071844,-0.38239756,0.34671926,0.19958998,0.15806784,-0.64376366,-2.1616161616161618,0.5692877987898283,1,2,0.4306884802138359,-7.278240263464776,112.7907602750073,1.4673667,2.372099633584429E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.7907602750073,-7.278240263464776]}"
170,0.17554999999999998,0.09685,0.011700000000000002,0.04675,0.02695,0.37025,45.096678320000024,-0.5793972,-0.3488858,0.5853136,0.28891337,0.35672408,-0.77577937,-1.56198347107438,0.560185537443845,1,2,0.43931156366756957,-7.286325101021851,112.79291623168919,1.4022821,5.028988885854546E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.79291623168919,-7.286325101021851]}"
171,0.2318,0.15689999999999998,0.0412,0.0708,0.07215,0.3025,45.424808240000004,-0.5320555,-0.37812912,0.31693512,0.19269359,0.13232267,-0.6206804,-2.4958677685950414,0.5549914099779181,0,2,0.44460115158121016,-7.286325101021851,112.79237724251871,1.0385464,4.0743844087192814E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.79237724251871,-7.286325101021851]}"
172,0.2033,0.1635,0.04775,0.06970000000000001,0.07665,0.20055,48.65825516000001,-0.4893773,-0.40222985,0.101771735,0.108506,-0.006809459,-0.4841813,-1.9431818181818183,0.8162365159238878,1,2,0.18376172027333787,-7.275545317612417,112.79291623168919,0.65847325,1.7638027743373517E-6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.79291623168919,-7.275545317612417]}"
173,0.24075000000000002,0.2174,0.0875,0.10565000000000001,0.11985000000000001,0.2086,50.21687228000002,-0.39001155,-0.3459217,-0.020657277,0.05096584,-0.07154779,-0.3276054,-0.9797979797979799,0.9255218898677755,1,2,0.07447811013222437,-7.286864090192323,112.79992309090532,0.6584815,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.79992309090532,-7.286864090192323]}"
174,0.17135,0.08615,0.01785,0.0519,0.0329,0.37220000000000003,42.44429480000002,-0.5350504,-0.24809852,0.6240864,0.3308738,0.3695152,-0.7552464,-2.0578512396694215,0.34085836767944167,1,2,0.6498384545873158,-7.281474198487606,112.79183825334825,0.46750516,0.009303177733242358,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.79183825334825,-7.281474198487606]}"
175,0.2091,0.1572,0.04865,0.08375,0.0869,0.24720000000000003,49.93317662000004,-0.42803484,-0.30483502,0.22255193,0.14168714,0.083497696,-0.49388126,-0.7768595041322315,0.8430625591324021,1,2,0.15546384817900877,-7.277162285123833,112.79561117754155,1.6757698,0.0014735926885890644,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.79561117754155,-7.277162285123833]}"
176,0.2884,0.20090000000000002,0.0787,0.11755,0.13965,0.2975,46.62795128000005,-0.42086464,-0.26173654,0.19382022,0.1788269,0.015531661,-0.43356222,-1.8925619834710745,0.3810603812337637,1,2,0.6075655687995605,-7.283091165999021,112.79183825334825,2.8191988,0.01137404996667587,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.79183825334825,-7.283091165999021]}"
177,0.20205,0.11665,0.015550000000000001,0.04445,0.0374,0.2853,45.489750619999995,-0.6393509,-0.44816884,0.41957954,0.2679636,0.17082179,-0.7304018,-1.4545454545454546,0.5071543312711353,1,2,0.49284566872886465,-7.290098025215153,112.79183825334825,1.6810211,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.79183825334825,-7.290098025215153]}"
178,0.28465,0.184,0.0483,0.09185000000000001,0.1097,0.29835,48.029339479999976,-0.512085,-0.33405837,0.23706852,0.21476582,0.023499142,-0.5292158,-1.606060606060606,0.8510561107782987,0,2,0.14892098559738282,-7.276084306782889,112.79884511256438,0.46749994,2.2903624318468438E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.79884511256438,-7.276084306782889]}"
179,0.30005000000000004,0.2495,0.0674,0.10225000000000001,0.15985,0.26539999999999997,47.178252499999985,-0.49167287,-0.41862118,0.030879783,0.091984354,-0.061278626,-0.44376445,-3.2644628099173554,0.6760197078213325,0,2,0.30010973110350336,-7.280935209317135,112.79561117754155,2.0764058,0.023870561075164103,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.79561117754155,-7.280935209317135]}"
180,0.20675,0.12405,0.043000000000000003,0.0696,0.066,0.32535000000000003,46.4604683,-0.49629092,-0.28117737,0.44793057,0.25,0.22289044,-0.64755034,-1.5681818181818183,0.4567074515829808,1,2,0.5418197731004475,-7.282013187658078,112.79022128583684,1.4673678,0.0014727753165716885,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.79022128583684,-7.282013187658078]}"
181,0.24905,0.20375000000000001,0.0713,0.09725,0.09684999999999999,0.2394,48.65825516000001,-0.43834826,-0.3538206,0.0804468,0.10004417,-0.019756373,-0.42224863,0.31818181818181834,0.9023153043525389,3,3,0.09768469564746111,-7.289559036044682,112.79507218837108,0.65848356,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.79507218837108,-7.289559036044682]}"
182,0.3053,0.29790000000000005,0.13470000000000001,0.1543,0.17235,0.21575,48.55913257999998,-0.32854655,-0.31755862,-0.1599338,0.012267904,-0.17186451,-0.16605864,1.1704545454545454,0.8518205696266105,3,3,0.14816972945813062,-7.277162285123833,112.80046208007579,1.0385423,9.700915258855432E-6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.80046208007579,-7.277162285123833]}"
183,0.2581,0.24795,0.0953,0.11695,0.13010000000000002,0.21285,49.153868060000036,-0.3763498,-0.35900247,-0.076171875,0.020057306,-0.09608239,-0.2907823,0.2597402597402598,0.8579597977916387,3,3,0.14203938483634396,-7.275006328441945,112.79399421003014,0.46373534,8.173720173758457E-7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.79399421003014,-7.275006328441945]}"
184,0.22210000000000002,0.15975,0.05215,0.08,0.07155,0.29425,45.71192192000001,-0.47037405,-0.33263817,0.2962555,0.16328402,0.1397308,-0.5724783,-0.024793388429752206,0.49976565514066046,3,3,0.4933995875989925,-7.284708133510437,112.79291623168919,2.5132606,0.006834757260347167,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.79291623168919,-7.284708133510437]}"
185,0.2037,0.13515,0.0405,0.0675,0.0709,0.25845,46.09132213999999,-0.5022124,-0.33382678,0.3132622,0.2023019,0.11846803,-0.58582604,-0.9669421487603307,0.39549786032210726,2,3,0.588214160993661,-7.283091165999021,112.79237724251871,2.38177,0.016287978684231815,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.79237724251871,-7.283091165999021]}"
186,0.1925,0.14500000000000002,0.0601,0.08075000000000002,0.08270000000000001,0.19515,47.65677530000005,-0.40896615,-0.28460687,0.14743495,0.14074074,0.006836063,-0.414643,-0.32098765432098775,0.7494564294505975,3,3,0.2505435547755566,-7.276084306782889,112.7907602750073,1.0385418,1.5773845949358428E-8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.7907602750073,-7.276084306782889]}"
187,0.20340000000000003,0.17830000000000001,0.1041,0.1326,0.15225,0.2021,46.258805120000034,-0.21071428,-0.14699261,0.06256572,0.06575845,-0.0032059187,-0.20764863,-0.09090909090909083,0.6281303354666464,3,3,0.37136458598605515,-7.28578611185138,112.79561117754155,2.4985743,5.050785472984568E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.79561117754155,-7.28578611185138]}"
188,0.26560000000000006,0.23410000000000003,0.06920000000000001,0.1119,0.17420000000000002,0.21745,50.18611010000001,-0.40715232,-0.3531792,-0.036872994,0.06303782,-0.09967912,-0.32047972,0.00909090909090926,0.858432064839331,3,3,0.13998880253680474,-7.280396220146662,112.79938410173484,3.37429,0.001579132623864231,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.79938410173484,-7.280396220146662]}"
189,0.29000000000000004,0.24455,0.060300000000000006,0.09115000000000001,0.11410000000000001,0.2491,48.53862446000005,-0.52171063,-0.4569556,0.009217056,0.08502479,-0.07586718,-0.46421748,-0.38181818181818183,0.8076862303465949,2,3,0.19231376965340508,-7.288481057703739,112.7945331992006,1.9260085,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.7945331992006,-7.288481057703739]}"
190,0.24935000000000002,0.1971,0.05315,0.08845,0.1063,0.2605,49.321351040000025,-0.47631735,-0.3804938,0.13854896,0.11703438,0.021869177,-0.49305058,0.3232323232323231,0.8987075673975691,3,3,0.10129243260243093,-7.28902004687421,112.79615016671202,3.2889433,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.79615016671202,-7.28902004687421]}"
191,0.21625,0.1598,0.062400000000000004,0.09585,0.09025,0.25734999999999997,48.371141480000006,-0.38577378,-0.2501467,0.23384874,0.15011302,0.0867821,-0.45724803,-0.3223140495867769,0.7758237189756201,2,3,0.22417568821456937,-7.28578611185138,112.79884511256438,1.9747467,5.928098104967975E-7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.79884511256438,-7.28578611185138]}"
192,0.17735,0.12355000000000001,0.044550000000000006,0.0714,0.0734,0.23375,47.50638242000002,-0.42592964,-0.26750448,0.3084243,0.17879695,0.13719289,-0.53203344,0.5844155844155843,0.5731385052412077,3,3,0.4268614947587922,-7.290098025215153,112.79237724251871,1.4769253,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.79237724251871,-7.290098025215153]}"
193,0.3286,0.31484999999999996,0.12545,0.1555,0.20355,0.227,50.79109964000003,-0.35757074,-0.33879027,-0.16212974,0.021369182,-0.18286537,-0.18692811,0.5909090909090908,0.9829413650847063,3,3,0.01705863491529369,-7.287942068533266,112.80046208007579,0.4675121,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.80046208007579,-7.287942068533266]}"
194,0.2131,0.14900000000000002,0.03610000000000001,0.06505,0.06355000000000001,0.2892,46.33400156000005,-0.53226674,-0.3921981,0.31994522,0.17702292,0.15150309,-0.63274527,-0.4628099173553717,0.5552259684473965,2,3,0.44448855362064005,-7.286325101021851,112.79183825334825,0.9349585,2.854779319634796E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.79183825334825,-7.286325101021851]}"
195,0.2895,0.25070000000000003,0.11730000000000002,0.13795000000000002,0.15130000000000002,0.24960000000000002,49.88532434000001,-0.3545444,-0.29010677,-0.0021986808,0.07182525,-0.07401224,-0.28809187,-0.2892561983471076,0.8148844389217513,2,3,0.18511540333978913,-7.286864090192323,112.7983061233939,0.46751094,1.5773845949358426E-7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.7983061233939,-7.286864090192323]}"
196,0.2494,0.1936,0.08355000000000001,0.1062,0.1145,0.24165000000000003,49.208556380000005,-0.40269965,-0.2915277,0.110396326,0.12595937,-0.015782507,-0.389392,-0.3801652892561984,0.7348818429998478,2,3,0.26511484449250294,-7.286325101021851,112.79776713422343,2.3242648,3.3125076493652696E-6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.79776713422343,-7.286325101021851]}"
197,0.24235,0.1701,0.05595,0.09090000000000001,0.09555000000000001,0.2983,45.44531635999999,-0.4544636,-0.3034483,0.2736977,0.17517275,0.103486545,-0.532888,-0.25619834710743783,0.7620992898895326,3,3,0.23554552290771247,-7.282552176828549,112.7983061233939,2.976187,0.002355187202754725,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.7983061233939,-7.282552176828549]}"
198,0.1782,0.14725,0.0498,0.07100000000000001,0.0764,0.203,49.39996550000001,-0.43017656,-0.34937,0.15917201,0.09509909,0.06505771,-0.48175183,-1.2857142857142856,0.8485624486744686,2,3,0.15143753555168551,-7.275006328441945,112.79183825334825,1.0435891,1.5773845949358425E-8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.79183825334825,-7.275006328441945]}"
199,0.2565,0.17460000000000003,0.07370000000000002,0.10175000000000001,0.1079,0.33395,46.36134572000003,-0.4319609,-0.26361498,0.31334186,0.18997912,0.13117114,-0.5329355,0.3884297520661155,0.541518962703424,3,3,0.45581504940316503,-7.279318241805719,112.79291623168919,0.46373534,0.0026659878934109063,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.79291623168919,-7.279318241805719]}"
200,0.32655,0.3347,0.15445,0.17070000000000002,0.19895000000000002,0.21225,52.68810073999998,-0.31342384,-0.32449543,-0.22387786,-0.012325142,-0.21213809,-0.1084998,0.3250000000000002,0.9914315034100096,3,3,0.008568496589990336,-7.289559036044682,112.79938410173484,1.038548,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.79938410173484,-7.289559036044682]}"
201,0.31695,0.2548,0.11065,0.1422,0.18220000000000003,0.25415,51.19784402000005,-0.38059458,-0.2836272,-0.0012771392,0.108701356,-0.10996323,-0.28245237,1.43801652892562,0.8771308427107993,3,3,0.12168230444025092,-7.277701274294304,112.7983061233939,0.6584749,0.0011868528489496362,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.7983061233939,-7.277701274294304]}"
202,0.33185000000000003,0.32084999999999997,0.13290000000000002,0.1559,0.19014999999999999,0.2374,51.515719880000006,-0.36073807,-0.34598845,-0.14948499,0.016853072,-0.16592006,-0.20722096,-0.48484848484848486,0.9570185705289036,2,3,0.04298142947109622,-7.28902004687421,112.7983061233939,0.92740995,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.7983061233939,-7.28902004687421]}"
203,0.16695,0.09395,0.013250000000000001,0.0409,0.0264,0.32035,47.04494971999998,-0.606447,-0.39340007,0.5464639,0.27980068,0.31479582,-0.77356404,-0.27272727272727293,0.6035267726609289,2,3,0.39647322733907114,-7.289559036044682,112.79237724251871,1.4673704,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.79237724251871,-7.289559036044682]}"
204,0.21385,0.1489,0.0324,0.0605,0.0528,0.28025,48.418993760000035,-0.5589575,-0.42215854,0.30607015,0.17904893,0.13438575,-0.644901,0.09090909090909083,0.9187382313360879,3,3,0.08126176866391227,-7.290098025215153,112.79507218837108,0.658484,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.79507218837108,-7.290098025215153]}"
205,0.24435,0.19105,0.05895,0.0898,0.0892,0.24930000000000002,47.96439710000004,-0.46251684,-0.36051273,0.13228114,0.12241617,0.010027347,-0.47036272,0.22077922077922096,0.8827469888046429,3,3,0.11725301119535723,-7.290098025215153,112.7945331992006,1.3909631,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.7945331992006,-7.290098025215153]}"
206,0.23515000000000003,0.14525,0.0245,0.05945,0.04055,0.3758,44.864252960000044,-0.59640193,-0.41914997,0.44247192,0.23633018,0.23021524,-0.7268237,-1.1487603305785123,0.7056382061633527,2,3,0.29383970821544353,-7.283630155169493,112.7983061233939,1.0436046,5.22085621203856E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.7983061233939,-7.283630155169493]}"
207,0.2716,0.21975,0.06025,0.09475,0.13665,0.2584,48.90093458000001,-0.4827351,-0.3974563,0.08083238,0.10552559,-0.024905661,-0.4634008,0.8999999999999999,0.5842373337756093,3,3,0.4157618488523733,-7.287942068533266,112.79129926417777,1.043613,8.173720173758457E-7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.79129926417777,-7.287942068533266]}"
208,0.28605,0.19285000000000002,0.05435,0.09625,0.11755,0.3053,49.81696394000005,-0.49646875,-0.33414045,0.22573522,0.19461265,0.032552633,-0.52060765,0.4818181818181819,0.8741890761516,2,3,0.12563927572475106,-7.27662329595336,112.7983061233939,0.6584741,1.716481236489276E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.7983061233939,-7.27662329595336]}"
209,0.1627,0.08445,0.01085,0.042300000000000004,0.022600000000000002,0.35845000000000005,45.045408020000025,-0.58731705,-0.3325444,0.6186498,0.31660935,0.37561163,-0.78889585,-1.1818181818181817,0.41143841578319607,2,3,0.5864559966164079,-7.279857230976191,112.79183825334825,1.3167784,0.0021055876003960596,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.79183825334825,-7.279857230976191]}"
210,0.25195,0.20400000000000001,0.05775,0.0901,0.10235,0.23695,48.36088742000004,-0.47317645,-0.38728324,0.074725024,0.10516504,-0.03068112,-0.44901392,-0.6280991735537191,0.7827566242243837,2,3,0.2172425584035989,-7.287942068533266,112.79561117754155,0.6584823,8.173720173758457E-7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.79561117754155,-7.287942068533266]}"
211,0.30015000000000003,0.2852,0.12345,0.13525,0.16375,0.20585,50.69197706,-0.3787322,-0.35664168,-0.1615925,0.025540275,-0.18636364,-0.20697743,0.7613636363636362,0.9695089939545706,3,3,0.030491006045429418,-7.287403079362795,112.80046208007579,0.6584819,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.80046208007579,-7.287403079362795]}"
212,0.17520000000000002,0.08895,0.01485,0.05425000000000001,0.027000000000000003,0.3881,44.57713927999998,-0.52713007,-0.24231844,0.6270831,0.326519,0.37795135,-0.75471914,-0.5090909090909093,0.47113851082357183,2,3,0.5265318211884475,-7.284708133510437,112.79129926417777,1.3167858,0.002329667987980654,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.79129926417777,-7.284708133510437]}"
213,0.19615,0.15860000000000002,0.0521,0.08205000000000001,0.08555,0.22160000000000002,49.56061244,-0.41013658,-0.31809682,0.16570227,0.10584919,0.060921606,-0.45957518,0.39669421487603307,0.8596542408860569,2,3,0.1387662100605457,-7.277162285123833,112.79615016671202,0.6584745,0.001579549053397294,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.79615016671202,-7.277162285123833]}"
214,0.28185000000000004,0.26990000000000003,0.11560000000000001,0.1355,0.15345,0.21000000000000002,50.34675704000006,-0.3506649,-0.33152443,-0.12481767,0.02165836,-0.14608112,-0.21562952,-0.26262626262626254,0.9711687771055851,2,3,0.028831222894414914,-7.287942068533266,112.79992309090532,1.6810153,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.79992309090532,-7.287942068533266]}"
215,0.1786,0.13545000000000001,0.0439,0.0681,0.0615,0.24615,46.06739600000003,-0.44791245,-0.33087695,0.29009435,0.1373985,0.15903473,-0.5665871,0.27272727272727293,0.6055530175652521,3,3,0.39430575919196337,-7.286864090192323,112.79345522085966,0.6584815,1.4122324278460598E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.79345522085966,-7.286864090192323]}"
216,0.32420000000000004,0.3109,0.12235000000000001,0.14175000000000001,0.16325,0.21855000000000002,51.273040460000004,-0.39156562,-0.37368828,-0.17442629,0.020941583,-0.19465683,-0.2131557,-0.75,0.8759927529141199,2,3,0.12396229162492459,-7.282552176828549,112.80046208007579,1.0385447,4.495546095567152E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.80046208007579,-7.282552176828549]}"
217,0.1472,0.09330000000000001,0.036699999999999997,0.07385,0.0575,0.19305,47.23294082000001,-0.33182538,-0.11636255,0.34834993,0.22411643,0.13475385,-0.44660923,0.4375,0.8383096784064682,2,3,0.16168855779075741,-7.275545317612417,112.79938410173484,1.4673657,1.7638027743373517E-6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.79938410173484,-7.275545317612417]}"
218,0.1938,0.12855,0.04915,0.0815,0.08455000000000001,0.24365,45.78711836000002,-0.40791863,-0.22399428,0.30924234,0.20241973,0.11395588,-0.4986929,0.06818181818181834,0.7398922931713552,3,3,0.26000099676079746,-7.279318241805719,112.80046208007579,0.6584761,1.0671006784740976E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.80046208007579,-7.279318241805719]}"
219,0.26045,0.17755,0.05915000000000001,0.09075,0.10585,0.31365,47.53030855999998,-0.48320046,-0.32351846,0.27707654,0.18926941,0.09266678,-0.5511869,-0.1322314049586777,0.7457081215730724,3,3,0.23345961819908925,-7.280935209317135,112.79668915588249,0.46373534,0.020832260227838503,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.79668915588249,-7.280935209317135]}"
220,0.25585,0.2298,0.13725,0.15760000000000002,0.17825000000000002,0.20245000000000002,47.93705294000006,-0.23763454,-0.18637067,-0.06327357,0.053639453,-0.116517566,-0.12456603,-1.4049586776859506,0.7751291495754286,2,3,0.21133807363846813,-7.281474198487606,112.79722814505297,0.46373534,0.013532776786103326,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.79722814505297,-7.281474198487606]}"
221,0.27535000000000004,0.18525,0.0518,0.0809,0.10445000000000002,0.245,47.636267180000004,-0.5458246,-0.39207214,0.13887274,0.19561441,-0.058326125,-0.5035287,0.125,0.7620430866009258,3,3,0.23782520178539712,-7.279857230976191,112.80046208007579,0.6584761,1.3171161367714286E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.80046208007579,-7.279857230976191]}"
